,text,type,dataset
3453,"RT @OperationRelief: #OperationRelief #NepalEarthquake #Nepal #Earthquake

In need of a Resue team to go to Harissidhi. Please contact to:
…",0,Nepal Earthquake
3454,"Nepal quake: Baba Ramdev's health camp turns into relief camp: Kathmandu, Apr. 26 (ANI): Yoga guru Baba Ramdev... http://t.co/KEkfi1CKDz",1,Nepal Earthquake
3455,RT @HeadlinesToday: Nepal experiences fresh tremors. #earthquake of magnitude 4.3 hits #Nepal,2,Nepal Earthquake
3456,RT @2014Sprint: @UNFPA @ippfsar @ippf @2014Sprint partners in providing #SRH services 2 earthquake affected women and girls in #Nepal http:…,2,Nepal Earthquake
3457,"big earthquake in Nepal happened on BS 1890, 1990, 2045, 2072. sum of last 2 digit is 9",2,Nepal Earthquake
3458,"KEEP HOPING there are more rescued! #ItalyEarthquake
Italian quake: Rescuers free 10-year-old girl trapped by rubble https://t.co/xAJkK3vCw1",2,Italy Earthquake
3459,"Emergency earthquake kit preparers, what are your favorite food items? Right now, we would be living on water and granola bars. Thanks!",1,Italy Earthquake
3460,"Gautam Buddh Nagar in UP records 136 fresh #COVID19 cases, tally rises to 1,946: Official data",2,Covid-19
3461,Ayurvedic Wisdom for Global Health During Covid-19 Period* \n\n *_Online_* \n https://t.co/fPMLsCbMDL\n\nhttps://t.co/I7QucUs4SU\n\nhttps://t.co/QNNCjc2NBk\n\nhttps://t.co/28969b84DE\n\nhttps://t.co/8ub5QbMerq,2,Covid-19
3462,#ItalyEarthquake death toll mounts to 250 (at least) as rescuers search flattened towns: https://t.co/fLsvk1QJ05 https://t.co/FHcVjTwxcG,2,Italy Earthquake
3463,Toronto's Italian community already mobilizing to help victims of earthquake 100 miles north of Rome. Many worried about relatives.,1,Italy Earthquake
3464,"RT @thehimalayan: NEA supplying electricity 
- http://t.co/K1Z2w0RhEr
#Nepal #NepalQuake #Earthquake",1,Nepal Earthquake
3465,"As #Oxford begins human trials for #COVID19 #vaccine, I look at the work going on behind the scenes world over regarding manufacturing of vaccines by other pharma majors. At least 5 #Indian firms on the job as well. #coronavirus @ICMRDELHI @WHO https://t.co/XfIVRoEXhZ",2,Covid-19
3466,Healing Touch For The Earthquake Victims Of Nepal http://t.co/Yeh87bAPu5,2,Nepal Earthquake
3467,"RT AamAadmiParty: Delhi Govt to send food packets, drinking water to Nepal. #Earthquake http://t.co/payrbsosxT",1,Nepal Earthquake
3468,"RT @juneboy_uzzwal: Football star C. Ronaldo donated 7 million euro
($5 million) to Earthquake victims in
Nepal..",2,Nepal Earthquake
3469,@EdoDalmonte we had an earthquake here it wasnt powerful (3.7) but it was scary 😰😰,2,Italy Earthquake
3470,Its showing in news that India is also at risk of earthquake...,2,Nepal Earthquake
3471,"an hour ago #earthquake 5.0 has hit Sirdibas (Gandaki), Nepal, 6.2mi, 11:20 AM GMT+5:45 (E http://t.co/Gs7msT5y4r",2,Nepal Earthquake
3472,街の半分が消えたとか言ってる (´･ω･`) イタリア中部でＭ6.2の地震、少なくとも6人死亡　建物損壊 https://t.co/ekDDFniUTW https://t.co/3cEbD63xOm,2,Italy Earthquake
3473,Distributing foods in remote parts of Earthquake affected areas. http://t.co/42BYPt20ce,1,Nepal Earthquake
3474,"If possible lets go outside of valley and support the Earthquake Victim at places like Dhading, Nuwakot, Gorkha and Sindhupalchok!",2,Nepal Earthquake
3475,Thousands of Nepalese citizens are sleeping on roads :Nepal Earthquake: http://t.co/0sLd25DtPi via @YouTube,2,Nepal Earthquake
3476,news:Nepal earthquake homeless urgently need tents; death toll above 5000 - CNN http://t.co/rPxdzV2Kq0,0,Nepal Earthquake
3477,"RT @SPoonia777: As requester by PMO, India, 1st lot of food dispatched on 26th April to Nepal by @derasachasauda @Gurmeetramrahim #MSGHelpE…",1,Nepal Earthquake
3478,RSS send swayamsevak to Nepal to help #NepalEarthquake victims.Seculars could not digest it.Need Hajmola,1,Nepal Earthquake
3479,RT @AmitaChawla12: @Gurmeetramrahim  Guru Ji himself distributing food to Nepal Earthquake victims  #MSGHelpEarthquakeVictims http://t.co/7…,1,Nepal Earthquake
3480,Cant forget those days.... it was a horrible days.....r.i.p who died in earthquake......n please god heal those people who are injured....,2,Nepal Earthquake
3481,"#Terremoto Numeri Protezione Civile: 840840840/803555 Serve sangue.
Civil Protection Nos. Urgent need for blood donation #Italy #earthquake",0,Italy Earthquake
3482,"RT @brionv: Lots of people in #Nepal will be needing water and food aid, please kick in a few bucks for instance via Oxfam: https://t.co/1h…",0,Nepal Earthquake
3483,"RT @Samridhip: If anyone is willing to help,please provide us face masks,sanitizers,sanitary pads #earthquake #nepal #NepalEarthquake  #rel…",0,Nepal Earthquake
3484,"I posted 21 photos on Facebook in the album ""45 kg medicine for earthquake victim by Carola from Austria-Graz,"" http://t.co/5U42XCWpyg",1,Nepal Earthquake
3485,"Jharkhand Government extends lockdown till July 31.\n\n29 new #COVID19 positive cases reported in #Jharkhand today, taking the total number of cases to 2,294 including 1,647 recoveries and 12 deaths: State Health Department\n\n#Lockdown #Coronavirus #Jharkhand #CoronaVirusUpdates https://t.co/8LAeOs6pfR",2,Covid-19
3486,"Italy earthquake Blood Donation Emergency:
Below is the emergency phone number for the… https://t.co/Ib3iHi1d4r",0,Italy Earthquake
3487,"Unable to get into the hospital, earthquake victims are being treated in the parking lot. #ItalyEarthquake  https://t.co/UzQRaysXtr",0,Italy Earthquake
3488,"RT @burke_jason: I'm In Kabre district, 25 miles outside Kathmandu. 100,000 homeless, hospitals down to last 8 hours generator fuel. #earth…",0,Nepal Earthquake
3489,"#NepalEarthquake Earthquake in Nepal 
Golden temple to send 1 lac meals daily not heard any temple doing so shirdi tirupati .....",1,Nepal Earthquake
3490,"We are in need of at least two tents to support the earthquake victims and unable to get, can any one suggest... http://t.co/C78RGSzy2E",0,Nepal Earthquake
3491,"RT @insanneha: #MSGHelpEarthquakeVictims  Helpline Numbers in Nepal Bishal Bazaar Ambulance service: +977 4244121
Red cross ambulance servi…",1,Nepal Earthquake
3492,RT @nakulshenoy: #Siliguri 5.1 RT @sauravj: @nakulshenoy There was a tremor at Mirik. A good source of information is http://t.co/MVnA2xcEZp,2,Nepal Earthquake
3493,RT @Reuters: Foreign governments release info on citizens who were in #Nepal at time of earthquake: http://t.co/1vru5lQSV2 http://t.co/H87X…,2,Nepal Earthquake
3494,Nepal Earthquake Shocking Moments Captured on Camera building collapsed ... https://t.co/Q2vJL9xpsA via @YouTube,2,Nepal Earthquake
3495,@BJP4Rajasthan \u0930\u093e\u091c\u0938\u094d\u0925\u093e\u0928 \u092e\u0947\u0902 \u092a\u094d\u0930\u0924\u093f\u0926\u093f\u0928 covid19 \u0915\u0947 350 \u0938\u0947 \u091c\u093c\u094d\u092f\u093e\u0926\u093e \u0915\u0947\u0938 \u0906 \u0930\u0939\u0947 \u0939 \u0907\u0938 \u0938\u094d\u0925\u093f\u0924\u0940 \u092e\u0947\u0902 \u091b\u093e\u0924\u094d\u0930\u094b\u0902 \u0915\u0947 \u090f\u0917\u094d\u091c\u093c\u093e\u092e \u0932\u0947\u0928\u093e \u0915\u0939\u093e \u0909\u091a\u093f\u0924 \u0939  \u092a\u0924\u093e \u0928\u0939\u0940  \u091b\u093e\u0924\u094d\u0930\u094b\u0902 \u0915\u0947 \u0938\u094d\u0935\u093e\u0938\u094d\u0925\u094d\u092f \u0915\u0947 \u0938\u093e\u0925 \u0916\u093f\u0932\u0935\u093e\u0921\u093c \u0915\u0930 \u0930\u0939\u0947 \u0939\u0948  \u092e\u0947\u0930\u093e \u0906\u092a \u0938\u092c\u0940  \u0935\u093e\u0932\u094b \u0938\u0947 \u0928\u093f\u0935\u0947\u0926\u0928 \u0939\u0940 \u0915\u093f \u0906\u092a \u0939\u092e\u093e\u0930\u0940 \u0906\u0935\u093e\u091c\u093c \u0906\u0917\u0947 \u092a\u0939\u0941\u091a\u093e\u092f\u0947,2,Covid-19
3496,"@USGS Confirms mag 6+ Earthquake hits Central Italy, shakes Rome.",2,Italy Earthquake
3497,India quake toll rises to 66: &lt;br&gt;The death toll in Saturday’s earthquake and aftershocks in the country has c... http://t.co/2VaiELpIv9,2,Nepal Earthquake
3498,Seems so pitifully wasteful - praying for all those affected #Italy #earthquake,2,Italy Earthquake
3499,RT @itsPrinceInsan: Under d guidance of saint @Gurmeetramrahim Volunteers r donating blood 4those victims who r affected by earthquake #Nep…,1,Nepal Earthquake
3500,"*The ""Operation Maitri"" launched by India to help the earthquake victims in Nepal

*Sangeeta Bhatia has won the 2015 Heinz Award at MIT""",2,Nepal Earthquake
3501,There are so many people talking about various issues and agendas but one of the most important thing is being ignored by us! \nWhy none is talking about #coronilTablet \nWe need to stand for our ancestry.\nLet's stand for a real problem! \n#COVID19 #CORONILBaba #coronilkit,2,Covid-19
3502,RT @Deejay_Dada: Providing survival kits to earthquake victims by Sucharita Tyagi - http://t.co/BsIvcMJXTX http://t.co/YUPUvVF426,2,Nepal Earthquake
3503,"The @TataCompanies has offered their all 5 star hotels at Mumbai to provide free accomdation &amp; food to doctors &amp; paramedics staff treating #COVID19 patients.
An Indian company that thinks about the Nation first

@TajHotels 
#DefeatCoronaWithWillpower https://t.co/VpsJyDOVrs",1,Covid-19
3504,RT @sadanpande: @narendramodi ...thousand Indians stranded in Nepal....plz help them..no water nothing to eat...queuing outside airport #Ne…,0,Nepal Earthquake
3505,RT @climatecouncil: Australian made ‘solar tent pole’ deployed in Nepal after earthquake http://t.co/8W7WsEz0Vh http://t.co/BuF0JsOElI,1,Nepal Earthquake
3506,#ParentsMinisterMeet final year student k Btae. Covid19 Delhi m full speed Se hai humhara ap Kya soch rhe hai?,2,Covid-19
3507,Earthquake survivors urgently need help. Give lifesaving food today and help @wfp respond. http://t.co/lqLEbLDVnU,0,Nepal Earthquake
3508,"@aunin you are not alone who is feeling earthquake now and then,i m also in the same line and in central region also",2,Nepal Earthquake
3509,"@akshaykanitkar @sagarn99 @coolfunnytshirt  
Highly sensitive earthquake alarm system by IIN students! #earthquake http://t.co/yL0KDATbYq",2,Nepal Earthquake
3510,requirement of ambulances and buses as HM @BJPRajnathSingh requested to rescue ppl in Nepal i hope you have decided https://t.co/hw9FqINGWh,0,Nepal Earthquake
3511,"""Dignity kit"" to the Earthquake victims. 

Anyone willing to help. Pls do contact🙏 
Everyone searches for food but health comes first🙏",0,Nepal Earthquake
3512,"This video from Ambala bus stand where bus stand not following issued SOP, there is no screening, no social distance more the 30 passenger in bus. Police staff was there but no action. How we will stop corona? #COVID19 @cmohry @aajtak @indiatvnews @PMOIndia @AMBALABREAKING https://t.co/5a97gLkQT8",2,Covid-19
3513,@DrRPNishank @PMOIndia @HMOIndia @PIB_India @MIB_India @mygovindia @DDNewslive No exams in COVID19\nPostponed JEE&amp;NEET\nThe condition is very worse.,2,Covid-19
3514,"Meanwhile, the number of cases in India has exceeded 5 lacs. There\u2019s no stopping the corona juggernaut.\n\nAll we can do is be more careful, be socially responsible and maintain distance, wear protective gear and wash our hands properly.\n\n#COVID19 #StayAlert #StaySafe",2,Covid-19
3515,"Free Health Camp for Earthquake Victims at Bungamati, Lalitpur jointly organized by Sipradi, Sipradian Sahayata,... http://t.co/69wqqclUwI",1,Nepal Earthquake
3516,"RT @aolnepal: Anybody interested in donating food, medicine, water and sanitation materials for earthquake victims, contact Art... http://t…",0,Nepal Earthquake
3517,"RT @insan_shweta: The 7.9 earthquake dat hit nepal has dstroyed buildings, cellphone netwrks r down nd power is out @Gurmeetramrahim #MSGHe…",0,Nepal Earthquake
3518,On Board an Indian Air Force Chopper Mission in Earthquake-Hit Nepal: Indian Air Force helicopters are rescuin... http://t.co/mGR0R9hA4h,1,Nepal Earthquake
3519,"Drinking water plus emergency relief supplies headed to #Nepal by #IAF aircraft 
AP Photo http://t.co/YNukplqNhT",1,Nepal Earthquake
3520,RT @snobers: Health workers take care of injured people outside hospital after an #earthquake caused serious damage in #Kathmandu http://t.…,0,Nepal Earthquake
3521,"#COVID\u30fc19 \u0915\u094b \u0926\u0943\u0937\u094d\u091f\u093f\u0917\u0924 \u0930\u0916\u0924\u0947 \u0939\u0941\u090f #SSP_AGRA @IpsBablooKumar \u0926\u094d\u0935\u093e\u0930\u093e \u091a\u094c\u0915\u0940 \u092c\u0932\u0915\u0947\u0936\u094d\u0935\u0930 #\u0925\u093e\u0928\u093e_\u0928\u094d\u092f\u0942_\u0906\u0917\u0930\u093e \u0915\u093e \u0928\u093f\u0930\u0940\u0915\u094d\u0937\u0923 \u0935 \u0925\u093e\u0928\u093e \u0915\u094d\u0937\u0947\u0924\u094d\u0930 \u0915\u093e \u092d\u094d\u0930\u092e\u0923 \u0915\u0930\u0924\u0947 \u0939\u0941\u090f, #COVID19 \u0938\u0947 \u092c\u091a\u093e\u0935 \u0939\u0947\u0924\u0941 \u0928\u093f\u092f\u092e \u090f\u0935\u0902 #\u0938\u094b\u0936\u0932_\u0921\u093f\u0938\u094d\u091f\u0947\u0902\u0938\u093f\u0902\u0917 \u0915\u093e \u092a\u0942\u0930\u094d\u0923\u0924: \u092a\u093e\u0932\u0928 \u0915\u0930\u093e\u0928\u0947 \u0939\u0947\u0924\u0941 \u0921\u094d\u092f\u0942\u091f\u0940 \u092e\u0947\u0902 \u0932\u0917\u0947 \u092a\u0941\u0932\u093f\u0938 \u092c\u0932 \u0915\u094b \u0906\u0935\u0936\u094d\u092f\u0915 \u0926\u093f\u0936\u093e-\u0928\u093f\u0930\u094d\u0926\u0947\u0936 \u0926\u093f\u090f\u0964 https://t.co/olUnsybzpP",2,Covid-19
3522,#BMU students with Savera Foundation held a candle light vigil to spread solidarity for Nepal earthquake victims. http://t.co/ha3xiNOLJ0,2,Nepal Earthquake
3523,"@narendramodi 
respected PM. ""a friend in need is a friend in deed "" the GOI action in support  of devasted NEPAL must be fast and quick",2,Nepal Earthquake
3524,"RT @insan_shweta: The 7.9 earthquake dat hit nepal has dstroyed buildings, cellphone netwrks r down nd power is out @Gurmeetramrahim #MSGHe…",0,Nepal Earthquake
3525,India sends 'Rail Neer' water to earthquake-hit Nepal: Rail Neer is produced by the Indian Railway Catering an... http://t.co/JX66QEzeee,1,Nepal Earthquake
3526,Disable your WiFi passwords in times of crisis. #Louisianaflooding https://t.co/0B440jTaT9 via @thenextweb,0,Italy Earthquake
3527,"Israel has elite search, rescue teams, field hospital on standby. Why refuse manpower when minutes matter?
https://t.co/hNvNHSVLmL
@ItalyMFA",1,Italy Earthquake
3528,"RT @DK_Diksha: After the earthquake, water supply was cut off because waterworks were damaged and power plants were shut down. #MSGHelpEart…",0,Nepal Earthquake
3529,"New blogpost : dedicated to the victims of Nepal Earthquake 
""Quake"" - … http://t.co/KcVMopF0lR",2,Nepal Earthquake
3530,"Army, Rescuers Race to Save Survivors of Italy Quake https://t.co/uR0jp97gTR https://t.co/oK944zaUBX",1,Italy Earthquake
3531,"RT @SamiYusuf: We need your donation to get immediate food assistance to victims of the #NepalQuake 

http://t.co/lZ3eZPUiM5 http://t.co/lC…",0,Nepal Earthquake
3532,Sab kanhayia ko jhulate ha ..aaj thoda sa Kanahaiya ne  jhula jula dia....  #Earthquake at Kolkata,2,Italy Earthquake
3533,Pope Dispatches Vatican Firefighters To Help In Italy Earthquake Rescue: Pope Francis on Wednesday dispatched... https://t.co/UjWKwyB4CS,1,Italy Earthquake
3534,RT @RadioPakistan: Pakistan sends medical and food supplies to Nepal http://t.co/TOYg3jkEoQ … http://t.co/0NNEZwFy9v,1,Nepal Earthquake
3535,What should I say the petrol rate is soo high that I started to pray can there be a lockdown so that I could save and feed my family right....#PetrolDieselPriceHike #COVID19 even my company is planning to make the pay cut permanant #isitright #HelpUsCM,2,Covid-19
3536,Se hace un llamado para que la gente desbloquee sus redes de #WiFi ante emergencia en #ItalyEarthquake https://t.co/HeS0f2xrSJ,0,Italy Earthquake
3537,RT @bbsomani: Indias swift response to Nepal earthquake saved Many - Navbharat Times http://t.co/sszNKWAkvU via @NavbharatTimes,2,Nepal Earthquake
3538,"#News Earthquake hit Nepalis need information, not just food and water: TRFN http://t.co/xOoF93g8aq @FinancialXpress",0,Nepal Earthquake
3539,"T-Mobile makes calls, texts from U.S. to Italy free in aftermath of deadly earthquake https://t.co/KguBh7RjFc (via @NewsfusionApps #Tech New",1,Italy Earthquake
